id,full_name,root_name,meta_suffix
1480,_Red Strongbed Head|meta|rot4,_Red Strongbed Head,meta|rot4
1481,Black Strongbed,Black Strongbed,
1482,Black Strongbed|meta|rot2,Black Strongbed,meta|rot2
1483,Black Strongbed|meta|rot3,Black Strongbed,meta|rot3
1484,Black Strongbed|meta|rot4,Black Strongbed,meta|rot4
1485,_Black Strongbed Head,_Black Strongbed Head,
1486,_Black Strongbed Head|meta|rot2,_Black Strongbed Head,meta|rot2
1487,_Black Strongbed Head|meta|rot3,_Black Strongbed Head,meta|rot3
1488,_Black Strongbed Head|meta|rot4,_Black Strongbed Head,meta|rot4
1489,Timed Spike Bomb Block,Timed Spike Bomb Block,
1490,Timed Spike Bomb Block|Flashing,Timed Spike Bomb Block,Flashing
1491,Lava,Lava,
1492,Fat Brown Mushroom,Fat Brown Mushroom,
1493,Fat Red Mushroom,Fat Red Mushroom,
1494,Chili Pepper Block,Chili Pepper Block,
1495,Chili Pepper Seeds,Chili Pepper Seeds,
1496,Chili Pepper Plant_stage1,Chili Pepper Plant_stage1,
1497,Chili Pepper Plant_stage2,Chili Pepper Plant_stage2,
1498,Chili Pepper Plant_stage3,Chili Pepper Plant_stage3,
1499,Chili Pepper Plant_stage4,Chili Pepper Plant_stage4,
1500,Chili Pepper Plant,Chili Pepper Plant,
1501,Chili Pepper Plant|FreshlyGrown,Chili Pepper Plant,FreshlyGrown
1502,Chili Pepper Seeds|Lava,Chili Pepper Seeds,Lava
1503,Chili Pepper Plant_stage1|Lava,Chili Pepper Plant_stage1,Lava
1504,Chili Pepper Plant_stage2|Lava,Chili Pepper Plant_stage2,Lava
1505,Chili Pepper Plant_stage3|Lava,Chili Pepper Plant_stage3,Lava
1506,Chili Pepper Plant_stage4|Lava,Chili Pepper Plant_stage4,Lava
1507,Chili Pepper Plant_stage5,Chili Pepper Plant_stage5,
1508,Chili Pepper Plant_stage5|Lava,Chili Pepper Plant_stage5,Lava
1509,Chili Pepper Plant|Lava|FreshlyGrown,Chili Pepper Plant,Lava|FreshlyGrown
1510,Code Block,Code Block,
1511,Toxin Ball Block,Toxin Ball Block,
1512,Spawn Block (Yellow),Spawn Block (Yellow),
1513,Spawn Block (White),Spawn Block (White),
1514,Spawn Block (Red),Spawn Block (Red),
1515,Spawn Block (Purple),Spawn Block (Purple),
1516,Spawn Block (Pink),Spawn Block (Pink),
1517,Spawn Block (Orange),Spawn Block (Orange),
1518,Spawn Block (Magenta),Spawn Block (Magenta),
1519,Spawn Block (Lime),Spawn Block (Lime),
1520,Spawn Block (Light Gray),Spawn Block (Light Gray),
1521,Spawn Block (Light Blue),Spawn Block (Light Blue),
1522,Spawn Block (Green),Spawn Block (Green),
1523,Spawn Block (Gray),Spawn Block (Gray),
1524,Spawn Block (Cyan),Spawn Block (Cyan),
1525,Spawn Block (Brown),Spawn Block (Brown),
1526,Spawn Block (Blue),Spawn Block (Blue),
1527,Spawn Block (Black),Spawn Block (Black),
1528,Spawn Block (Yellow)|meta|rot2,Spawn Block (Yellow),meta|rot2
1529,Spawn Block (White)|meta|rot2,Spawn Block (White),meta|rot2
1530,Spawn Block (Red)|meta|rot2,Spawn Block (Red),meta|rot2
1531,Spawn Block (Purple)|meta|rot2,Spawn Block (Purple),meta|rot2
1532,Spawn Block (Pink)|meta|rot2,Spawn Block (Pink),meta|rot2
1533,Spawn Block (Orange)|meta|rot2,Spawn Block (Orange),meta|rot2
1534,Spawn Block (Magenta)|meta|rot2,Spawn Block (Magenta),meta|rot2
1535,Spawn Block (Lime)|meta|rot2,Spawn Block (Lime),meta|rot2
1536,Spawn Block (Light Gray)|meta|rot2,Spawn Block (Light Gray),meta|rot2
1537,Spawn Block (Light Blue)|meta|rot2,Spawn Block (Light Blue),meta|rot2
1538,Spawn Block (Green)|meta|rot2,Spawn Block (Green),meta|rot2
1539,Spawn Block (Gray)|meta|rot2,Spawn Block (Gray),meta|rot2
1540,Spawn Block (Cyan)|meta|rot2,Spawn Block (Cyan),meta|rot2
1541,Spawn Block (Brown)|meta|rot2,Spawn Block (Brown),meta|rot2
1542,Spawn Block (Blue)|meta|rot2,Spawn Block (Blue),meta|rot2
1543,Spawn Block (Black)|meta|rot2,Spawn Block (Black),meta|rot2
1544,Spawn Block (Yellow)|meta|rot3,Spawn Block (Yellow),meta|rot3
1545,Spawn Block (White)|meta|rot3,Spawn Block (White),meta|rot3
1546,Spawn Block (Red)|meta|rot3,Spawn Block (Red),meta|rot3
1547,Spawn Block (Purple)|meta|rot3,Spawn Block (Purple),meta|rot3
1548,Spawn Block (Pink)|meta|rot3,Spawn Block (Pink),meta|rot3
1549,Spawn Block (Orange)|meta|rot3,Spawn Block (Orange),meta|rot3
1550,Spawn Block (Magenta)|meta|rot3,Spawn Block (Magenta),meta|rot3
1551,Spawn Block (Lime)|meta|rot3,Spawn Block (Lime),meta|rot3
1552,Spawn Block (Light Gray)|meta|rot3,Spawn Block (Light Gray),meta|rot3
1553,Spawn Block (Light Blue)|meta|rot3,Spawn Block (Light Blue),meta|rot3
1554,Spawn Block (Green)|meta|rot3,Spawn Block (Green),meta|rot3
1555,Spawn Block (Gray)|meta|rot3,Spawn Block (Gray),meta|rot3
1556,Spawn Block (Cyan)|meta|rot3,Spawn Block (Cyan),meta|rot3
1557,Spawn Block (Brown)|meta|rot3,Spawn Block (Brown),meta|rot3
1558,Spawn Block (Blue)|meta|rot3,Spawn Block (Blue),meta|rot3
1559,Spawn Block (Black)|meta|rot3,Spawn Block (Black),meta|rot3
1560,Spawn Block (Yellow)|meta|rot4,Spawn Block (Yellow),meta|rot4
1561,Spawn Block (White)|meta|rot4,Spawn Block (White),meta|rot4
1562,Spawn Block (Red)|meta|rot4,Spawn Block (Red),meta|rot4
1563,Spawn Block (Purple)|meta|rot4,Spawn Block (Purple),meta|rot4
1564,Spawn Block (Pink)|meta|rot4,Spawn Block (Pink),meta|rot4
1565,Spawn Block (Orange)|meta|rot4,Spawn Block (Orange),meta|rot4
1566,Spawn Block (Magenta)|meta|rot4,Spawn Block (Magenta),meta|rot4
1567,Spawn Block (Lime)|meta|rot4,Spawn Block (Lime),meta|rot4
1568,Spawn Block (Light Gray)|meta|rot4,Spawn Block (Light Gray),meta|rot4
1569,Spawn Block (Light Blue)|meta|rot4,Spawn Block (Light Blue),meta|rot4
1570,Spawn Block (Green)|meta|rot4,Spawn Block (Green),meta|rot4
1571,Spawn Block (Gray)|meta|rot4,Spawn Block (Gray),meta|rot4
1572,Spawn Block (Cyan)|meta|rot4,Spawn Block (Cyan),meta|rot4
1573,Spawn Block (Brown)|meta|rot4,Spawn Block (Brown),meta|rot4
1574,Spawn Block (Blue)|meta|rot4,Spawn Block (Blue),meta|rot4
1575,Spawn Block (Black)|meta|rot4,Spawn Block (Black),meta|rot4
1576,Checkpoint Block,Checkpoint Block,
1577,Checkpoint Block|meta|rot2,Checkpoint Block,meta|rot2
1578,Checkpoint Block|meta|rot3,Checkpoint Block,meta|rot3
1579,Checkpoint Block|meta|rot4,Checkpoint Block,meta|rot4
1580,Custom Lobby Block,Custom Lobby Block,
1581,Custom Lobby Block|meta|rot2,Custom Lobby Block,meta|rot2
1582,Custom Lobby Block|meta|rot3,Custom Lobby Block,meta|rot3
1583,Custom Lobby Block|meta|rot4,Custom Lobby Block,meta|rot4
1584,Generator Spawn Block (Red),Generator Spawn Block (Red),
1585,Generator Spawn Block (Blue),Generator Spawn Block (Blue),
1586,Generator Spawn Block (Lime),Generator Spawn Block (Lime),
1587,Generator Spawn Block (Yellow),Generator Spawn Block (Yellow),
1588,Generator Spawn Block (Cyan),Generator Spawn Block (Cyan),
1589,Generator Spawn Block (White),Generator Spawn Block (White),
1590,Generator Spawn Block (Pink),Generator Spawn Block (Pink),
1591,Generator Spawn Block (Gray),Generator Spawn Block (Gray),
1592,Trader Shop Spawn Block,Trader Shop Spawn Block,
1593,Trader Shop Spawn Block|meta|rot2,Trader Shop Spawn Block,meta|rot2
1594,Trader Shop Spawn Block|meta|rot3,Trader Shop Spawn Block,meta|rot3
1595,Trader Shop Spawn Block|meta|rot4,Trader Shop Spawn Block,meta|rot4
1596,Wizard Shop Spawn Block,Wizard Shop Spawn Block,
1597,Wizard Shop Spawn Block|meta|rot2,Wizard Shop Spawn Block,meta|rot2
1598,Wizard Shop Spawn Block|meta|rot3,Wizard Shop Spawn Block,meta|rot3
1599,Wizard Shop Spawn Block|meta|rot4,Wizard Shop Spawn Block,meta|rot4
1600,Generator Spawn Block (Diamond),Generator Spawn Block (Diamond),
1601,Generator Spawn Block (Moonstone),Generator Spawn Block (Moonstone),
1602,Generator Spawn Block (Ore),Generator Spawn Block (Ore),
1603,Goal Block (Red),Goal Block (Red),
1604,Goal Block (Blue),Goal Block (Blue),
1605,Finish Block,Finish Block,
1606,Drop Location Block,Drop Location Block,
1607,Obby Death Block,Obby Death Block,
1608,Obby Absorb Block,Obby Absorb Block,
1609,Obby Absorb Death Block,Obby Absorb Death Block,
1610,Bone Block,Bone Block,
1611,Pig Spawner Block,Pig Spawner Block,
1612,Cow Spawner Block,Cow Spawner Block,
1613,Sheep Spawner Block,Sheep Spawner Block,
1614,Cave Golem Spawner Block,Cave Golem Spawner Block,
1615,Draugr Zombie Spawner Block,Draugr Zombie Spawner Block,
1616,Draugr Skeleton Spawner Block,Draugr Skeleton Spawner Block,
1617,Empty Spawner Block,Empty Spawner Block,
1618,Frost Golem Spawner Block,Frost Golem Spawner Block,
1619,Frost Zombie Spawner Block,Frost Zombie Spawner Block,
1620,Frost Skeleton Spawner Block,Frost Skeleton Spawner Block,
1621,Snowy Messy Stone,Snowy Messy Stone,
1622,Snowy Stone Slab,Snowy Stone Slab,
1623,Snowy Stone Slab|meta|rot1|top,Snowy Stone Slab,meta|rot1|top
1624,Snowy Stone Slab|meta|rot1|side,Snowy Stone Slab,meta|rot1|side
1625,Snowy Stone Slab|meta|rot2|side,Snowy Stone Slab,meta|rot2|side
1626,Snowy Stone Slab|meta|rot3|side,Snowy Stone Slab,meta|rot3|side
1627,Snowy Stone Slab|meta|rot4|side,Snowy Stone Slab,meta|rot4|side
1628,Draugr Knight Spawner Block,Draugr Knight Spawner Block,
1629,Packed Snow,Packed Snow,
1630,Carved Messy Stone,Carved Messy Stone,
1631,Spectral Grass,Spectral Grass,
1632,Spectral Log,Spectral Log,
1633,Barkless Spectral Log,Barkless Spectral Log,
1634,Barkless Spectral Log|TreeBase|Spectral,Barkless Spectral Log,TreeBase|Spectral
1635,Spectral Wood Planks,Spectral Wood Planks,
1636,Spectral Leaves,Spectral Leaves,
1637,Spectral Door,Spectral Door,
1638,Spectral Door|meta|rot1|open,Spectral Door,meta|rot1|open
1639,Spectral Door|meta|rot2|closed,Spectral Door,meta|rot2|closed
1640,Spectral Door|meta|rot2|open,Spectral Door,meta|rot2|open
1641,Spectral Door|meta|rot3|closed,Spectral Door,meta|rot3|closed
1642,Spectral Door|meta|rot3|open,Spectral Door,meta|rot3|open
1643,Spectral Door|meta|rot4|closed,Spectral Door,meta|rot4|closed
1644,Spectral Door|meta|rot4|open,Spectral Door,meta|rot4|open
1645,_Spectral Door Top,_Spectral Door Top,
1646,_Spectral Door Top|meta|rot1|open,_Spectral Door Top,meta|rot1|open
1647,_Spectral Door Top|meta|rot2|closed,_Spectral Door Top,meta|rot2|closed
1648,_Spectral Door Top|meta|rot2|open,_Spectral Door Top,meta|rot2|open
1649,_Spectral Door Top|meta|rot3|closed,_Spectral Door Top,meta|rot3|closed
1650,_Spectral Door Top|meta|rot3|open,_Spectral Door Top,meta|rot3|open
1651,_Spectral Door Top|meta|rot4|closed,_Spectral Door Top,meta|rot4|closed
1652,_Spectral Door Top|meta|rot4|open,_Spectral Door Top,meta|rot4|open
1653,Spectral Trapdoor,Spectral Trapdoor,
1654,Spectral Trapdoor|meta|rot1|open,Spectral Trapdoor,meta|rot1|open
1655,Spectral Trapdoor|meta|rot2|closed,Spectral Trapdoor,meta|rot2|closed
1656,Spectral Trapdoor|meta|rot2|open,Spectral Trapdoor,meta|rot2|open
1657,Spectral Trapdoor|meta|rot3|closed,Spectral Trapdoor,meta|rot3|closed
1658,Spectral Trapdoor|meta|rot3|open,Spectral Trapdoor,meta|rot3|open
1659,Spectral Trapdoor|meta|rot4|closed,Spectral Trapdoor,meta|rot4|closed
1660,Spectral Trapdoor|meta|rot4|open,Spectral Trapdoor,meta|rot4|open
1661,Spectral Sapling,Spectral Sapling,
1662,Spectral Log|TreeBase|Spectral,Spectral Log,TreeBase|Spectral
1663,Spectral Leaves|TreeCanopy,Spectral Leaves,TreeCanopy
1664,Spectral Slab,Spectral Slab,
1665,Spectral Slab|meta|rot1|top,Spectral Slab,meta|rot1|top
1666,Spectral Slab|meta|rot1|side,Spectral Slab,meta|rot1|side
1667,Spectral Slab|meta|rot2|side,Spectral Slab,meta|rot2|side
1668,Spectral Slab|meta|rot3|side,Spectral Slab,meta|rot3|side
1669,Spectral Slab|meta|rot4|side,Spectral Slab,meta|rot4|side
1670,Spectral Ladder,Spectral Ladder,
1671,Spectral Ladder|meta|rot2,Spectral Ladder,meta|rot2
1672,Spectral Ladder|meta|rot3,Spectral Ladder,meta|rot3
1673,Spectral Ladder|meta|rot4,Spectral Ladder,meta|rot4
1674,Wood Enchanting Table,Wood Enchanting Table,
1675,Wood Enchanting Table|meta|rot2,Wood Enchanting Table,meta|rot2
1676,Wood Enchanting Table|meta|rot3,Wood Enchanting Table,meta|rot3
1677,Wood Enchanting Table|meta|rot4,Wood Enchanting Table,meta|rot4
1678,Stone Enchanting Table,Stone Enchanting Table,
1679,Stone Enchanting Table|meta|rot2,Stone Enchanting Table,meta|rot2
1680,Stone Enchanting Table|meta|rot3,Stone Enchanting Table,meta|rot3
1681,Stone Enchanting Table|meta|rot4,Stone Enchanting Table,meta|rot4
1682,Iron Enchanting Table,Iron Enchanting Table,
1683,Iron Enchanting Table|meta|rot2,Iron Enchanting Table,meta|rot2
1684,Iron Enchanting Table|meta|rot3,Iron Enchanting Table,meta|rot3
1685,Iron Enchanting Table|meta|rot4,Iron Enchanting Table,meta|rot4
1686,Gold Enchanting Table,Gold Enchanting Table,
1687,Gold Enchanting Table|meta|rot2,Gold Enchanting Table,meta|rot2
1688,Gold Enchanting Table|meta|rot3,Gold Enchanting Table,meta|rot3
1689,Gold Enchanting Table|meta|rot4,Gold Enchanting Table,meta|rot4
1690,Diamond Enchanting Table,Diamond Enchanting Table,
1691,Diamond Enchanting Table|meta|rot2,Diamond Enchanting Table,meta|rot2
1692,Diamond Enchanting Table|meta|rot3,Diamond Enchanting Table,meta|rot3
1693,Diamond Enchanting Table|meta|rot4,Diamond Enchanting Table,meta|rot4
1694,Pine Grass Block,Pine Grass Block,
1695,Pine Grass Slab,Pine Grass Slab,
1696,Pine Grass Slab|meta|rot1|top,Pine Grass Slab,meta|rot1|top
1697,Pine Grass Slab|meta|rot1|side,Pine Grass Slab,meta|rot1|side
1698,Pine Grass Slab|meta|rot2|side,Pine Grass Slab,meta|rot2|side
1699,Pine Grass Slab|meta|rot3|side,Pine Grass Slab,meta|rot3|side
1700,Pine Grass Slab|meta|rot4|side,Pine Grass Slab,meta|rot4|side
1701,Pine Grass,Pine Grass,
1702,Pine Fern,Pine Fern,
1703,Fallen Pine Cone,Fallen Pine Cone,
1704,Pine Cone Block,Pine Cone Block,
1705,Wolf Spawner Block,Wolf Spawner Block,
1706,Bear Spawner Block,Bear Spawner Block,
1707,Deer Spawner Block,Deer Spawner Block,
1708,Stag Spawner Block,Stag Spawner Block,
1709,Bone Antlers,Bone Antlers,
1710,Bone Antlers|meta|rot2,Bone Antlers,meta|rot2
1711,Bone Antlers|meta|rot3,Bone Antlers,meta|rot3
1712,Bone Antlers|meta|rot4,Bone Antlers,meta|rot4
1713,Gold Antlers,Gold Antlers,
1714,Gold Antlers|meta|rot2,Gold Antlers,meta|rot2
1715,Gold Antlers|meta|rot3,Gold Antlers,meta|rot3
1716,Gold Antlers|meta|rot4,Gold Antlers,meta|rot4
1717,Gold Watermelon Stag Spawner Block,Gold Watermelon Stag Spawner Block,
1718,Salvaging Table,Salvaging Table,
1719,Salvaging Table|meta|rot2,Salvaging Table,meta|rot2
1720,Salvaging Table|meta|rot3,Salvaging Table,meta|rot3
1721,Salvaging Table|meta|rot4,Salvaging Table,meta|rot4
1722,Chalk,Chalk,
1723,Yellow Chalk,Yellow Chalk,
1724,White Chalk,White Chalk,
1725,Red Chalk,Red Chalk,
1726,Purple Chalk,Purple Chalk,
1727,Pink Chalk,Pink Chalk,
1728,Orange Chalk,Orange Chalk,
1729,Magenta Chalk,Magenta Chalk,
1730,Lime Chalk,Lime Chalk,
1731,Light Gray Chalk,Light Gray Chalk,
1732,Light Blue Chalk,Light Blue Chalk,
1733,Green Chalk,Green Chalk,
1734,Gray Chalk,Gray Chalk,
1735,Cyan Chalk,Cyan Chalk,
1736,Brown Chalk,Brown Chalk,
1737,Blue Chalk,Blue Chalk,
1738,Black Chalk,Black Chalk,
1739,Yellow Chalk Bricks,Yellow Chalk Bricks,
1740,White Chalk Bricks,White Chalk Bricks,
1741,Red Chalk Bricks,Red Chalk Bricks,
1742,Purple Chalk Bricks,Purple Chalk Bricks,
1743,Pink Chalk Bricks,Pink Chalk Bricks,
1744,Orange Chalk Bricks,Orange Chalk Bricks,
1745,Magenta Chalk Bricks,Magenta Chalk Bricks,
1746,Lime Chalk Bricks,Lime Chalk Bricks,
1747,Light Gray Chalk Bricks,Light Gray Chalk Bricks,
1748,Light Blue Chalk Bricks,Light Blue Chalk Bricks,
1749,Green Chalk Bricks,Green Chalk Bricks,
1750,Gray Chalk Bricks,Gray Chalk Bricks,
1751,Cyan Chalk Bricks,Cyan Chalk Bricks,
1752,Brown Chalk Bricks,Brown Chalk Bricks,
1753,Blue Chalk Bricks,Blue Chalk Bricks,
1754,Black Chalk Bricks,Black Chalk Bricks,
1755,Yellow Chalk Slab,Yellow Chalk Slab,
1756,Yellow Chalk Slab|meta|rot1|top,Yellow Chalk Slab,meta|rot1|top
1757,Yellow Chalk Slab|meta|rot1|side,Yellow Chalk Slab,meta|rot1|side
1758,Yellow Chalk Slab|meta|rot2|side,Yellow Chalk Slab,meta|rot2|side
1759,Yellow Chalk Slab|meta|rot3|side,Yellow Chalk Slab,meta|rot3|side
1760,Yellow Chalk Slab|meta|rot4|side,Yellow Chalk Slab,meta|rot4|side
1761,White Chalk Slab,White Chalk Slab,
1762,White Chalk Slab|meta|rot1|top,White Chalk Slab,meta|rot1|top
1763,White Chalk Slab|meta|rot1|side,White Chalk Slab,meta|rot1|side
1764,White Chalk Slab|meta|rot2|side,White Chalk Slab,meta|rot2|side
1765,White Chalk Slab|meta|rot3|side,White Chalk Slab,meta|rot3|side
1766,White Chalk Slab|meta|rot4|side,White Chalk Slab,meta|rot4|side
1767,Red Chalk Slab,Red Chalk Slab,
1768,Red Chalk Slab|meta|rot1|top,Red Chalk Slab,meta|rot1|top
1769,Red Chalk Slab|meta|rot1|side,Red Chalk Slab,meta|rot1|side
1770,Red Chalk Slab|meta|rot2|side,Red Chalk Slab,meta|rot2|side
1771,Red Chalk Slab|meta|rot3|side,Red Chalk Slab,meta|rot3|side
1772,Red Chalk Slab|meta|rot4|side,Red Chalk Slab,meta|rot4|side
1773,Purple Chalk Slab,Purple Chalk Slab,
1774,Purple Chalk Slab|meta|rot1|top,Purple Chalk Slab,meta|rot1|top
1775,Purple Chalk Slab|meta|rot1|side,Purple Chalk Slab,meta|rot1|side
1776,Purple Chalk Slab|meta|rot2|side,Purple Chalk Slab,meta|rot2|side
1777,Purple Chalk Slab|meta|rot3|side,Purple Chalk Slab,meta|rot3|side
1778,Purple Chalk Slab|meta|rot4|side,Purple Chalk Slab,meta|rot4|side
1779,Pink Chalk Slab,Pink Chalk Slab,
1780,Pink Chalk Slab|meta|rot1|top,Pink Chalk Slab,meta|rot1|top
1781,Pink Chalk Slab|meta|rot1|side,Pink Chalk Slab,meta|rot1|side
1782,Pink Chalk Slab|meta|rot2|side,Pink Chalk Slab,meta|rot2|side
1783,Pink Chalk Slab|meta|rot3|side,Pink Chalk Slab,meta|rot3|side
1784,Pink Chalk Slab|meta|rot4|side,Pink Chalk Slab,meta|rot4|side
1785,Orange Chalk Slab,Orange Chalk Slab,
1786,Orange Chalk Slab|meta|rot1|top,Orange Chalk Slab,meta|rot1|top
1787,Orange Chalk Slab|meta|rot1|side,Orange Chalk Slab,meta|rot1|side
1788,Orange Chalk Slab|meta|rot2|side,Orange Chalk Slab,meta|rot2|side
1789,Orange Chalk Slab|meta|rot3|side,Orange Chalk Slab,meta|rot3|side
1790,Orange Chalk Slab|meta|rot4|side,Orange Chalk Slab,meta|rot4|side
1791,Magenta Chalk Slab,Magenta Chalk Slab,
1792,Magenta Chalk Slab|meta|rot1|top,Magenta Chalk Slab,meta|rot1|top
1793,Magenta Chalk Slab|meta|rot1|side,Magenta Chalk Slab,meta|rot1|side
1794,Magenta Chalk Slab|meta|rot2|side,Magenta Chalk Slab,meta|rot2|side
1795,Magenta Chalk Slab|meta|rot3|side,Magenta Chalk Slab,meta|rot3|side
1796,Magenta Chalk Slab|meta|rot4|side,Magenta Chalk Slab,meta|rot4|side
1797,Lime Chalk Slab,Lime Chalk Slab,
1798,Lime Chalk Slab|meta|rot1|top,Lime Chalk Slab,meta|rot1|top
1799,Lime Chalk Slab|meta|rot1|side,Lime Chalk Slab,meta|rot1|side
1800,Lime Chalk Slab|meta|rot2|side,Lime Chalk Slab,meta|rot2|side
1801,Lime Chalk Slab|meta|rot3|side,Lime Chalk Slab,meta|rot3|side
1802,Lime Chalk Slab|meta|rot4|side,Lime Chalk Slab,meta|rot4|side
1803,Light Gray Chalk Slab,Light Gray Chalk Slab,
1804,Light Gray Chalk Slab|meta|rot1|top,Light Gray Chalk Slab,meta|rot1|top
1805,Light Gray Chalk Slab|meta|rot1|side,Light Gray Chalk Slab,meta|rot1|side
1806,Light Gray Chalk Slab|meta|rot2|side,Light Gray Chalk Slab,meta|rot2|side
1807,Light Gray Chalk Slab|meta|rot3|side,Light Gray Chalk Slab,meta|rot3|side
1808,Light Gray Chalk Slab|meta|rot4|side,Light Gray Chalk Slab,meta|rot4|side
1809,Light Blue Chalk Slab,Light Blue Chalk Slab,
1810,Light Blue Chalk Slab|meta|rot1|top,Light Blue Chalk Slab,meta|rot1|top
1811,Light Blue Chalk Slab|meta|rot1|side,Light Blue Chalk Slab,meta|rot1|side
1812,Light Blue Chalk Slab|meta|rot2|side,Light Blue Chalk Slab,meta|rot2|side
1813,Light Blue Chalk Slab|meta|rot3|side,Light Blue Chalk Slab,meta|rot3|side
1814,Light Blue Chalk Slab|meta|rot4|side,Light Blue Chalk Slab,meta|rot4|side
1815,Green Chalk Slab,Green Chalk Slab,
1816,Green Chalk Slab|meta|rot1|top,Green Chalk Slab,meta|rot1|top
1817,Green Chalk Slab|meta|rot1|side,Green Chalk Slab,meta|rot1|side
1818,Green Chalk Slab|meta|rot2|side,Green Chalk Slab,meta|rot2|side
1819,Green Chalk Slab|meta|rot3|side,Green Chalk Slab,meta|rot3|side
1820,Green Chalk Slab|meta|rot4|side,Green Chalk Slab,meta|rot4|side
1821,Gray Chalk Slab,Gray Chalk Slab,
1822,Gray Chalk Slab|meta|rot1|top,Gray Chalk Slab,meta|rot1|top
1823,Gray Chalk Slab|meta|rot1|side,Gray Chalk Slab,meta|rot1|side
1824,Gray Chalk Slab|meta|rot2|side,Gray Chalk Slab,meta|rot2|side
1825,Gray Chalk Slab|meta|rot3|side,Gray Chalk Slab,meta|rot3|side
