id,root_name,asset_type,confidence,tex_top,tex_side,tex_bottom,tex_front,tex_all,model_file,fuzzy_2,fuzzy_3,status,final_top,final_side,final_bottom,final_front,final_all,final_model
1636,Spectral Leaves,texture,exact,,,,,leaves_spectral,,,,resolved,leaves_spectral,leaves_spectral,leaves_spectral,,leaves_spectral,
1637,Spectral Door,3d_model,high (exact),,,,,,Spectral Door,,,resolved,,,,,,Spectral Door
1645,_Spectral Door Top,3d_model,high (exact),,,,,,_Spectral Door Top,,,resolved,,,,,,_Spectral Door Top
1653,Spectral Trapdoor,3d_model,high (exact),,,,,,Spectral Trapdoor,,,resolved,,,,,,Spectral Trapdoor
1661,Spectral Sapling,3d_model,high (exact),,,,,,Spectral Sapling,,,special,,,,,,
1664,Spectral Slab,texture,multi_face,,slab_spectral_side,,,,,,,resolved,planks_spectral,slab_spectral_side,planks_spectral,,,
1670,Spectral Ladder,3d_model,high (exact),,,,,,Spectral Ladder,,,resolved,,,,,,Spectral Ladder
1674,Wood Enchanting Table,3d_model,high (exact),,,,,,Wood Enchanting Table,,,resolved,,,,,,Wood Enchanting Table
1678,Stone Enchanting Table,3d_model,high (exact),,,,,,Stone Enchanting Table,,,resolved,,,,,,Stone Enchanting Table
1682,Iron Enchanting Table,3d_model,high (exact),,,,,,Iron Enchanting Table,,,resolved,,,,,,Iron Enchanting Table
1686,Gold Enchanting Table,3d_model,high (exact),,,,,,Gold Enchanting Table,,,resolved,,,,,,Gold Enchanting Table
1690,Diamond Enchanting Table,3d_model,high (exact),,,,,,Diamond Enchanting Table,,,resolved,,,,,,Diamond Enchanting Table
1694,Pine Grass Block,texture,exact,,,,,pine_grass_block,,,,resolved,pine_grass_block,pine_grass_block_side,dirt,,,
1695,Pine Grass Slab,texture,low,,,,,,,slab_pine_grass_top_side,pine_grass,resolved,pine_grass_block,slab_pine_grass_top_side,pine_grass_block,slab_pine_grass_top_side,,
1701,Pine Grass,3d_model,high (exact),,,,,,Pine Grass,,,special,,,,,,
1702,Pine Fern,3d_model,high (exact),,,,,,Pine Fern,,,special,,,,,,
1703,Fallen Pine Cone,3d_model,high (exact),,,,,,Fallen Pine Cone,,,special,,,,,,
1704,Pine Cone Block,texture,multi_face,pine_cone_block_top,pine_cone_block_side,,,,,,,resolved,pine_cone_block_top,pine_cone_block_side,pine_cone_block_top,,,
1705,Wolf Spawner Block,3d_model,high (exact),,,,,,Wolf Spawner Block,,,special,,,,,,
1706,Bear Spawner Block,3d_model,high (exact),,,,,,Bear Spawner Block,,,special,,,,,,
1707,Deer Spawner Block,3d_model,high (exact),,,,,,Deer Spawner Block,,,special,,,,,,
1708,Stag Spawner Block,3d_model,high (exact),,,,,,Stag Spawner Block,,,special,,,,,,
1709,Bone Antlers,3d_model,high (exact),,,,,,Bone Antlers,,,special,,,,,,
1713,Gold Antlers,3d_model,high (exact),,,,,,Gold Antlers,,,special,,,,,,
1717,Gold Watermelon Stag Spawner Block,3d_model,high (exact),,,,,,Gold Watermelon Stag Spawner Block,,,special,,,,,,
1718,Salvaging Table,3d_model,high (exact),,,,,,Salvaging Table,,,resolved,,,,,,Salvaging Table
1722,Chalk,texture,exact,,,,,chalk,,,,resolved,chalk,chalk,chalk,,chalk,
1723,Yellow Chalk,texture,exact,,,,,chalk_yellow,,,,resolved,chalk_yellow,chalk_yellow,chalk_yellow,,chalk_yellow,
1724,White Chalk,texture,exact,,,,,chalk_white,,,,resolved,chalk_white,chalk_white,chalk_white,,chalk_white,
1725,Red Chalk,texture,exact,,,,,chalk_red,,,,resolved,chalk_red,chalk_red,chalk_red,,chalk_red,
1726,Purple Chalk,texture,exact,,,,,chalk_purple,,,,resolved,chalk_purple,chalk_purple,chalk_purple,,chalk_purple,
1727,Pink Chalk,texture,exact,,,,,chalk_pink,,,,resolved,chalk_pink,chalk_pink,chalk_pink,,chalk_pink,
1728,Orange Chalk,texture,exact,,,,,chalk_orange,,,,resolved,chalk_orange,chalk_orange,chalk_orange,,chalk_orange,
1729,Magenta Chalk,texture,exact,,,,,chalk_magenta,,,,resolved,chalk_magenta,chalk_magenta,chalk_magenta,,chalk_magenta,
1730,Lime Chalk,texture,exact,,,,,chalk_lime,,,,resolved,chalk_lime,chalk_lime,chalk_lime,,chalk_lime,
1731,Light Gray Chalk,texture,exact,,,,,chalk_light_gray,,,,resolved,chalk_light_gray,chalk_light_gray,chalk_light_gray,,chalk_light_gray,
1732,Light Blue Chalk,texture,exact,,,,,chalk_light_blue,,,,resolved,chalk_light_blue,chalk_light_blue,chalk_light_blue,,chalk_light_blue,
1733,Green Chalk,texture,exact,,,,,chalk_green,,,,resolved,chalk_green,chalk_green,chalk_green,,chalk_green,
1734,Gray Chalk,texture,exact,,,,,chalk_gray,,,,resolved,chalk_gray,chalk_gray,chalk_gray,,chalk_gray,
1735,Cyan Chalk,texture,exact,,,,,chalk_cyan,,,,resolved,chalk_cyan,chalk_cyan,chalk_cyan,,chalk_cyan,
1736,Brown Chalk,texture,exact,,,,,chalk_brown,,,,resolved,chalk_brown,chalk_brown,chalk_brown,,chalk_brown,
1737,Blue Chalk,texture,exact,,,,,chalk_blue,,,,resolved,chalk_blue,chalk_blue,chalk_blue,,chalk_blue,
1738,Black Chalk,texture,exact,,,,,chalk_black,,,,resolved,chalk_black,chalk_black,chalk_black,,chalk_black,
1739,Yellow Chalk Bricks,texture,exact,,,,,chalk_bricks_yellow,,,,resolved,chalk_bricks_yellow,chalk_bricks_yellow,chalk_bricks_yellow,,chalk_bricks_yellow,
1740,White Chalk Bricks,texture,exact,,,,,chalk_bricks_white,,,,resolved,chalk_bricks_white,chalk_bricks_white,chalk_bricks_white,,chalk_bricks_white,
1741,Red Chalk Bricks,texture,exact,,,,,chalk_bricks_red,,,,resolved,chalk_bricks_red,chalk_bricks_red,chalk_bricks_red,,chalk_bricks_red,
1742,Purple Chalk Bricks,texture,exact,,,,,chalk_bricks_purple,,,,resolved,chalk_bricks_purple,chalk_bricks_purple,chalk_bricks_purple,,chalk_bricks_purple,
1743,Pink Chalk Bricks,texture,exact,,,,,chalk_bricks_pink,,,,resolved,chalk_bricks_pink,chalk_bricks_pink,chalk_bricks_pink,,chalk_bricks_pink,
1744,Orange Chalk Bricks,texture,exact,,,,,chalk_bricks_orange,,,,resolved,chalk_bricks_orange,chalk_bricks_orange,chalk_bricks_orange,,chalk_bricks_orange,
1745,Magenta Chalk Bricks,texture,exact,,,,,chalk_bricks_magenta,,,,resolved,chalk_bricks_magenta,chalk_bricks_magenta,chalk_bricks_magenta,,chalk_bricks_magenta,
1746,Lime Chalk Bricks,texture,exact,,,,,chalk_bricks_lime,,,,resolved,chalk_bricks_lime,chalk_bricks_lime,chalk_bricks_lime,,chalk_bricks_lime,
1747,Light Gray Chalk Bricks,texture,low,,,,,,,chalk_bricks_light_gray,chalk_bricks_slab_side_light_gray,resolved,,,chalk_bricks_light_gray,,chalk_bricks_light_gray,
1748,Light Blue Chalk Bricks,texture,low,,,,,,,chalk_bricks_light_blue,chalk_bricks_slab_side_light_blue,resolved,,,,,chalk_bricks_light_blue,
1749,Green Chalk Bricks,texture,exact,,,,,chalk_bricks_green,,,,resolved,chalk_bricks_green,chalk_bricks_green,chalk_bricks_green,,chalk_bricks_green,
1750,Gray Chalk Bricks,texture,exact,,,,,chalk_bricks_gray,,,,resolved,chalk_bricks_gray,chalk_bricks_gray,chalk_bricks_gray,,chalk_bricks_gray,
1751,Cyan Chalk Bricks,texture,exact,,,,,chalk_bricks_cyan,,,,resolved,chalk_bricks_cyan,chalk_bricks_cyan,chalk_bricks_cyan,,chalk_bricks_cyan,
1752,Brown Chalk Bricks,texture,exact,,,,,chalk_bricks_brown,,,,resolved,chalk_bricks_brown,chalk_bricks_brown,chalk_bricks_brown,,chalk_bricks_brown,
1753,Blue Chalk Bricks,texture,exact,,,,,chalk_bricks_blue,,,,resolved,chalk_bricks_blue,chalk_bricks_blue,chalk_bricks_blue,,chalk_bricks_blue,
1754,Black Chalk Bricks,texture,exact,,,,,chalk_bricks_black,,,,resolved,chalk_bricks_black,chalk_bricks_black,chalk_bricks_black,,chalk_bricks_black,
1755,Yellow Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_yellow,chalk_yellow,resolved,,,,,chalk_yellow,
1761,White Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_white,chalk_white,resolved,,,,,chalk_white,
1767,Red Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_red,chalk_red,resolved,,,,,chalk_red,
1773,Purple Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_purple,chalk_purple,resolved,,,,,chalk_purple,
1779,Pink Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_pink,chalk_pink,resolved,,,,,chalk_pink,
1785,Orange Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_orange,chalk_orange,resolved,,,,,chalk_orange,
1791,Magenta Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_magenta,chalk_magenta,resolved,,,,,chalk_magenta,
1797,Lime Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_lime,chalk_lime,resolved,,,,,chalk_lime,
1803,Light Gray Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_light_gray,chalk_light_gray,resolved,,,,,chalk_light_gray,
1809,Light Blue Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_light_blue,chalk_light_blue,resolved,,,,,chalk_light_blue,
1815,Green Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_green,chalk_green,resolved,,,,,chalk_green,
1821,Gray Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_gray,chalk_bricks_slab_side_light_gray,resolved,,,,,chalk_gray,
1827,Cyan Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_cyan,chalk_cyan,resolved,,,,,chalk_cyan,
1833,Brown Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_brown,chalk_brown,resolved,,,,,chalk_brown,
1839,Blue Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_blue,chalk_bricks_slab_side_light_blue,resolved,,,,,chalk_blue,
1845,Black Chalk Slab,texture,low,,,,,,,chalk_bricks_slab_side_black,chalk_black,resolved,,,,,chalk_black,
1851,Yellow Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_yellow,chalk_bricks_yellow,resolved,chalk_bricks_yellow,chalk_bricks_slab_side_yellow,chalk_bricks_yellow,,,
1857,White Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_white,chalk_bricks_white,resolved,chalk_bricks_white,chalk_bricks_slab_side_white,chalk_bricks_white,,,
1863,Red Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_red,chalk_bricks_red,resolved,chalk_bricks_red,chalk_bricks_slab_side_red,chalk_bricks_red,,,
1869,Purple Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_purple,chalk_bricks_purple,resolved,chalk_bricks_purple,chalk_bricks_slab_side_purple,chalk_bricks_purple,,,
1875,Pink Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_pink,chalk_bricks_pink,resolved,chalk_bricks_pink,chalk_bricks_slab_side_pink,chalk_bricks_pink,,,
1881,Orange Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_orange,chalk_bricks_orange,resolved,chalk_bricks_orange,chalk_bricks_slab_side_orange,chalk_bricks_orange,,,
1887,Magenta Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_magenta,chalk_bricks_magenta,resolved,chalk_bricks_magenta,chalk_bricks_slab_side_magenta,chalk_bricks_magenta,,,
1893,Lime Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_lime,chalk_bricks_lime,resolved,chalk_bricks_lime,chalk_bricks_slab_side_lime,chalk_bricks_lime,chalk_bricks_slab_side_lime,,
1899,Light Gray Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_light_gray,chalk_bricks_light_gray,resolved,chalk_bricks_light_gray,chalk_bricks_slab_side_light_gray,chalk_bricks_light_gray,chalk_bricks_slab_side_light_gray,,
1905,Light Blue Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_light_blue,chalk_bricks_light_blue,resolved,chalk_bricks_slab_side_light_blue,chalk_bricks_slab_side_light_blue,chalk_bricks_light_blue,,,
1911,Green Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_green,chalk_bricks_green,resolved,chalk_bricks_green,chalk_bricks_slab_side_green,chalk_bricks_green,,,
1917,Gray Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_gray,chalk_bricks_slab_side_light_gray,resolved,chalk_bricks_gray,chalk_bricks_slab_side_gray,chalk_bricks_gray,chalk_bricks_slab_side_gray,,
1923,Cyan Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_cyan,chalk_bricks_cyan,resolved,chalk_bricks_cyan,chalk_bricks_slab_side_cyan,chalk_bricks_cyan,,,
1929,Brown Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_brown,chalk_bricks_brown,resolved,chalk_bricks_brown,chalk_bricks_slab_side_brown,chalk_bricks_brown,,,
1935,Blue Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_blue,chalk_bricks_slab_side_light_blue,resolved,chalk_bricks_blue,chalk_bricks_slab_side_blue,chalk_bricks_blue,,,
1941,Black Chalk Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_black,chalk_bricks_black,resolved,chalk_bricks_black,chalk_bricks_slab_side_black,chalk_bricks_black,,,
1947,Leaf Bed,3d_model,high (exact),,,,,,Leaf Bed,,,resolved,,,,,,Leaf Bed
1951,_Leaf Bed Head,texture,low,,,,,,,leaf_bed,black_bed,special,,,,,,
1955,Jungle Grass Block,texture,exact,,,,,jungle_grass_block,,,,resolved,jungle_grass_block,jungle_grass_block_side,dirt,,,
1956,Jungle Grass Slab,texture,low,,,,,,,slab_jungle_grass_top_side,jungle_grass_block,resolved,jungle_grass_block,slab_jungle_grass_top_side,jungle_grass_block,,,
1962,Jungle Tall Grass,3d_model,high (exact),,,,,,Jungle Tall Grass,,,special,,,,,,
1964,Catnip,3d_model,high (exact),,,,,,Catnip,,,special,,,,,,
1965,Mango Log,texture,exact,,,,,log_mango,,,,resolved,log_mango,log_mango,log_mango,,log_mango,
1966,Barkless Mango Log,texture,low,,,,,,,log_mango,stripped_mango_log,resolved,,stripped_mango_log,,,,
1968,Mango Wood Planks,texture,low,,,,,,,planks_mango,mango,resolved,,planks_mango,,,,
1969,Mango Leaves,texture,exact,,,,,leaves_mango,,,,resolved,leaves_mango,leaves_mango,leaves_mango,,leaves_mango,
1970,Mango Door,3d_model,high (exact),,,,,,Mango Door,,,resolved,,,,,,Mango Door
1978,_Mango Door Top,3d_model,high (exact),,,,,,_Mango Door Top,,,resolved,,,,,,_Mango Door Top
1986,Mango Trapdoor,3d_model,high (exact),,,,,,Mango Trapdoor,,,resolved,,,,,,Mango Trapdoor
1994,Mango Sapling,3d_model,high (exact),,,,,,Mango Sapling,,,special,,,,,,
1997,Mango Slab,texture,multi_face,,slab_mango_side,,,,,,,resolved,planks_mango,slab_mango_side,planks_mango,,,
2003,Mango Ladder,3d_model,high (exact),,,,,,Mango Ladder,,,resolved,,,,,,Mango Ladder
2007,Mango Block,texture,multi_face,mango_block_top,mango_block_side,mango_block_bottom,,,,,,resolved,mango_block_top,mango_block_side,mango_block_bottom,,,
2008,Banana Block,texture,multi_face,banana_block_top,banana_block_side,banana_block_bottom,,,,,,resolved,banana_block_top,banana_block_side,banana_block_side,,,
2009,Banana Seeds,3d_model,high (exact),,,,,,Banana Seeds,,,special,,,,,,
2011,Attached Banana Stem,texture,exact,,,,,attached_banana_stem,,,,special,,,,,,
2015,Dangling Rope,3d_model,high (exact),,,,,,Dangling Rope,,,resolved,,,,,,Dangling Rope
2016,Dangling Vine,3d_model,high (exact),,,,,,Dangling Vine,,,resolved,,,,,,Dangling Vine
2017,Gorilla Spawner Block,3d_model,high (exact),,,,,,Gorilla Spawner Block,,,special,,,,,,
2018,Wildcat Spawner Block,3d_model,high (exact),,,,,,Wildcat Spawner Block,,,special,,,,,,
2019,Fruity Maple Leaves,texture,low,,,,,,,leaves_maple_fruity,leaves_maple,resolved,,,leaves_maple_fruity,,leaves_maple_fruity,
2020,Pine Cone Leaves,texture,exact,,,,,leaves_pine_cone,,,,resolved,leaves_pine_cone,leaves_pine_cone,leaves_pine_cone,,leaves_pine_cone,
2021,Fruity Plum Leaves,texture,low,,,,,,,leaves_plum_fruity,leaves_plum,resolved,,,,,leaves_plum_fruity,
2022,Fruity Palm Leaves,texture,low,,,,,,,leaves_palm_fruity,leaves_palm,resolved,,,,,leaves_palm_fruity,
2023,Fruity Pear Leaves,texture,low,,,,,,,leaves_pear_fruity,leaves_pear,resolved,,,,,leaves_pear_fruity,
2024,Fruity Cherry Leaves,texture,low,,,,,,,leaves_cherry_fruity,leaves_cherry,resolved,,,,,leaves_cherry_fruity,
2025,Fruity Mango Leaves,texture,low,,,,,,,leaves_mango_fruity,leaves_mango,resolved,,,,,leaves_mango_fruity,
2026,Draugr Huntress Spawner Block,3d_model,high (exact),,,,,,Draugr Huntress Spawner Block,,,special,,,,,,
2027,Magma Golem Spawner Block,3d_model,high (exact),,,,,,Magma Golem Spawner Block,,,special,,,,,,
2028,Black Portal,texture,low,,,,,,,banner_black,black_balloon,resolved,,,,,black_portal0,
2029,Blue Portal,texture,low,,,,,,,banner_blue,blue_balloon,resolved,,,,,blue_portal0,
2030,Brown Portal,texture,low,,,,,,,banner_brown,brown_balloon,resolved,,,,,brown_portal0,
2031,Cyan Portal,texture,low,,,,,,,banner_cyan,chalk_cyan,resolved,,,,,cyan_portal0,
2032,Gray Portal,texture,low,,,,,,,banner_gray,chalk_gray,resolved,,,,,gray_portal0,
2033,Green Portal,texture,low,,,,,,,banner_green,chalk_green,resolved,,,,,green_portal0,
2034,Grey Portal,texture,low,,,,,,,grey_portal0,grey_portal1,resolved,,,,,gray_portal0,
2035,Light Blue Portal,texture,low,,,,,,,banner_light_blue,chalk_light_blue,resolved,,,,,lightblue_portal0,
2036,Light Gray Portal,texture,low,,,,,,,banner_light_gray,chalk_light_gray,resolved,,,,,lightgray_portal0,
2037,Lime Portal,texture,low,,,,,,,banner_lime,chalk_lime,resolved,,,,,lime_portal0,
2038,Magenta Portal,texture,low,,,,,,,banner_magenta,chalk_magenta,resolved,,,,,magenta_portal0,
2039,Orange Portal,texture,low,,,,,,,banner_orange,chalk_orange,resolved,,,,,orange_portal0,
2040,Pink Portal,texture,low,,,,,,,banner_pink,chalk_pink,resolved,,,,,pink_portal0,
2041,Purple Portal,texture,low,,,,,,,banner_purple,chalk_purple,resolved,,,,,purple_portal0,
2042,Red Portal,texture,low,,,,,,,banner_red,chalk_red,resolved,,,,,red_portal0,
2043,White Portal,texture,low,,,,,,,banner_white,chalk_white,resolved,,,,,white_portal0,
2044,Yellow Portal,texture,low,,,,,,,banner_yellow,chalk_yellow,resolved,,,,,yellow_portal0,
2045,Leather Block,texture,multi_face,leather_block_top,leather_block_side,,,,,,,resolved,leather_block_top,leather_block_side,leather_block_top,,,
2046,Horse Spawner Block,texture,multi_face,,,,,,,,,pending,,,,,,
2047,Tomato Plant,texture,low,,,,,,,tomato_plant_stage0,tomato_plant_stage1,special,,,,,,
2048,Tomato Plant_stage1,texture,exact,,,,,tomato_plant_stage1,,,,special,,,,,,
2051,Carrot Plant,texture,low,,,,,,,carrot_plant_stage0,carrot_plant_stage1,special,,,,,,
2052,Carrot Plant_stage1,texture,exact,,,,,carrot_plant_stage1,,,,special,,,,,,
2054,Potato Plant,texture,low,,,,,,,potato_plant_stage0,potato_plant_stage1,special,,,,,,
2055,Potato Plant_stage1,texture,exact,,,,,potato_plant_stage1,,,,special,,,,,,
2057,Strawberry Bush,texture,low,,,,,,,strawberry_bush_stage0,strawberry_bush_stage1,special,,,,,,
2058,Strawberry Bush_stage1,texture,exact,,,,,strawberry_bush_stage1,,,,special,,,,,,
2059,Strawberry Bush_stage2,texture,exact,,,,,strawberry_bush_stage2,,,,special,,,,,,
2060,Sugar Cane Plant,texture,low,,,,,,,sugar_cane_plant_stage0,sugar_cane_plant_stage1,special,,,,,,
2061,Sugar Cane Plant_stage1,texture,exact,,,,,sugar_cane_plant_stage1,,,,special,,,,,,
2064,Lettuce Plant,texture,low,,,,,,,lettuce_plant_stage0,lettuce_plant_stage1,special,,,,,,
2065,Lettuce Plant_stage1,texture,exact,,,,,lettuce_plant_stage1,,,,special,,,,,,
2067,Coffee Plant,texture,low,,,,,,,coffee_plant_stage0,coffee_plant_stage1,special,,,,,,
2068,Coffee Plant_stage1,texture,exact,,,,,coffee_plant_stage1,,,,special,,,,,,
2070,Cauliflower Plant,texture,low,,,,,,,cauliflower_plant_stage0,cauliflower_plant_stage1,special,,,,,,
2071,Cauliflower Plant_stage1,texture,exact,,,,,cauliflower_plant_stage1,,,,special,,,,,,
2073,Parsnip Plant,texture,low,,,,,,,parsnip_plant_stage0,parsnip_plant_stage1,special,,,,,,
